slip up	nabúrať
slip up	ukĺznuť
slippage	sklz
slippage	zosun
slipper	papuča
slipper	psovod
slipper	klepnúť
slipper	kĺzadlo
slipper	sánky
slipper	koľajnicový
slipperiness	klznosť
slippery	šmykľavý
slippery	klzký
slippery	neistý
slippery	chúlostivý
slippery	háklivý
slippery	vratký
slippery	úskočný
slippery	klzká
slippery	klzké
slipping	kĺzanie
slipping	šmýkanie
slipping	prekĺzavanie
slipping	putovanie
slipping	orezávanie
slipping	prekĺznutie
slipping	prekĺzavajúci
slippy	klzký
slippy	vratký
slippy	neistý
slippy	svižný
slippy	rezký
slippy	čulý
slipshod	nedbalý
slipshod	neporiadny
slipshod	neupravený
slipshod	rozbitý
slipshod	zošliapaný
slipshod	ledabolý
slipshod	lajdácky
slipshod	nepresný
slipshod	nespoľahlivý
slit	rozpárať
slit	štrbina
slit	zástrih
slit	roztrhnúť
slit	rozrezať
slit	rozstrihnúť
slit	prestrihnúť
slit	prepárať
slit	obrezať
slit	prerezať
slit	urezať
slit	odrezať
slit	vyrezať
slit	puknúť
slit	otvor
slit	výrez
slit	priezor
slit	prierez
slit	štrbinový
slit	rozstrihnutý
slit	roztrhaný
slit	roztrhať
slit	puklina
slit	štiepať
slither	skĺznuť
slither	zvaliť
slither	pošmyknúť
slither	hrkanie
sliver	trieska
sliver	odštiepok
sliver	úlomok
sliver	zbytok
sliver	kúsok
sliver	plátok
sliver	kúsoček
sliver	zdanie
sliver	stopa
sliver	štiepať
sliver	odštiepiť
sliver	rozdeliť
sliver	nakrájať
slivovitz	slivovica
slob	bahno
slob	močiar
slob	balík
slob	hulvát
slob	lajdák
slobber	slintať
slobber	zasliniť
slobber	rozlievať
slobber	sliny
slobber	poslintať
slobber	oblízať
sloe	trnka
slog	zásah
slog	úder
slog	drieť
slog	robiť
slog	udrieť
slog	zasiahnuť
slog	mlátiť
slog	trieskať
slog	rezať
slog	drina
slogan	heslo
slop	pomyje
slop	oplaky
slop	pretiecť
slop	pretekať
slop	policajt
slop	preliať
slop	presahovať
slop	zasahovať
slop	naliať
slop	poliať
slop	postriekať
slop	nastriekať
slop	kloktať
slop	vyklať
slop	plieskať
slop	trepať
slop	mláka
slop	blato
slop	bahno
slop	kaluž
slop	kašička
slop	špina
slop	halena
slop	kazajka
slop	blúza
slope	svah
slope	stúpanie
slope	sklon
slope	úbočie
slope	stráň
slope	spád
slope	sklonenie
slope	naklonenie
slope	zošikmenie
slope	skosenie
slope	zvažovanie
slope	smernica
slope	nábeh
slope	klesať
slope	nakláňať
slope	skosiť
slope	zošikmiť
slope	zmiznúť
slope	vrása
slope	strmosť
slope	odklon
slope	náklon
slope	odchýlka
slope	svahový
slope	šikmý
sloping	naklonený
sloping	klesajúci
sloping	zostupný
sloping	svah
sloping	sklon
sloping	sklonený
sloping	skosený
sloping	šikmý
sloppiness	mokrosť
sloppiness	blatistosť
sloppiness	kašovitosť
sloppiness	riedkosť
sloppiness	ufúľanosť
sloppiness	nedbalosť
sloppiness	neusporiadanosť
sloppiness	lajdáctvo
sloppiness	sentimentálnosť
sloppy	blativý
sloppy	zamokrený
sloppy	riedky
sloppy	neupravený
sloppy	nedbanlivý
sloppy	mokrý
sloppy	rozblatený
sloppy	namočený
sloppy	poliaty
sloppy	vodový
sloppy	kašovitý
sloppy	neforemný
sloppy	nedbalý
sloppy	neporiadny
sloppy	neusporiadaný
sloppy	lajdácky
sloppy	dojemný
sloppy	limonádový
sloppy	sentimentálny
sloppy	napitý
sloppy	naslopaný
slops	splašky
slops	výkaly
slops	špina
slops	moč
slosh	zbiť
